rust_path	kind	rust_signature	disposition	python_path	exclusion_kind	rationale
jbotci_syntax::generated_model::recovered::StagBoundTermConnectionSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StagBoundTermConnectionSyntax::leading_term	field	RecoveredField[SimpleTermSyntax]	direct	jbotci.syntax.recovered.StagBoundTermConnectionSyntax.leading_term		
jbotci_syntax::generated_model::recovered::StagBoundTermConnectionSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StagBoundTermContinuationSyntax	type	product	direct	jbotci.syntax.recovered.StagBoundTermContinuationSyntax		
jbotci_syntax::generated_model::recovered::StagBoundTermContinuationSyntax::bo	field	WithFreeModifiers[RecoveredField[Token], RecoveredField[FreeModifierSyntax]]	direct	jbotci.syntax.recovered.StagBoundTermContinuationSyntax.bo		
jbotci_syntax::generated_model::recovered::StagBoundTermContinuationSyntax::connective	field	RecoveredField[TermAfterthoughtConnectiveSyntax]	direct	jbotci.syntax.recovered.StagBoundTermContinuationSyntax.connective		
jbotci_syntax::generated_model::recovered::StagBoundTermContinuationSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StagBoundTermContinuationSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StagBoundTermContinuationSyntax::tense_modal	field	RecoveredField[TenseModalSyntax]	direct	jbotci.syntax.recovered.StagBoundTermContinuationSyntax.tense_modal		
jbotci_syntax::generated_model::recovered::StagBoundTermContinuationSyntax::trailing_term	field	RecoveredField[SimpleTermSyntax]	direct	jbotci.syntax.recovered.StagBoundTermContinuationSyntax.trailing_term		
jbotci_syntax::generated_model::recovered::StagBoundTermContinuationSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StandardForethoughtSelbriConnectionSyntax	type	product	direct	jbotci.syntax.recovered.StandardForethoughtSelbriConnectionSyntax		
jbotci_syntax::generated_model::recovered::StandardForethoughtSelbriConnectionSyntax::first_branch	field	RecoveredField[ForethoughtSelbriBranchSyntax]	direct	jbotci.syntax.recovered.StandardForethoughtSelbriConnectionSyntax.first_branch		
jbotci_syntax::generated_model::recovered::StandardForethoughtSelbriConnectionSyntax::free_modifiers	field	tuple[RecoveredField[FreeModifierSyntax], ...]	direct	jbotci.syntax.recovered.StandardForethoughtSelbriConnectionSyntax.free_modifiers		
jbotci_syntax::generated_model::recovered::StandardForethoughtSelbriConnectionSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StandardForethoughtSelbriConnectionSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StandardForethoughtSelbriConnectionSyntax::guhek	field	RecoveredField[GuhekConnectiveSyntax]	direct	jbotci.syntax.recovered.StandardForethoughtSelbriConnectionSyntax.guhek		
jbotci_syntax::generated_model::recovered::StandardForethoughtSelbriConnectionSyntax::leading_selbri	field	RecoveredField[SelbriSyntax]	direct	jbotci.syntax.recovered.StandardForethoughtSelbriConnectionSyntax.leading_selbri		
jbotci_syntax::generated_model::recovered::StandardForethoughtSelbriConnectionSyntax::nahe	field	RecoveredField[Token] | None	direct	jbotci.syntax.recovered.StandardForethoughtSelbriConnectionSyntax.nahe		
jbotci_syntax::generated_model::recovered::StandardForethoughtSelbriConnectionSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StandardMeksoArrayElementSyntax	type	sum	direct	jbotci.syntax.recovered.StandardMeksoArrayElementSyntax		
jbotci_syntax::generated_model::recovered::StandardMeksoArrayElementSyntax::ForethoughtCallMekso	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StandardMeksoArrayElementSyntaxForethoughtCallMekso		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StandardMeksoArrayElementSyntax::ForethoughtCallMekso::forethought_call_mekso	field	RecoveredField[ForethoughtCallMeksoSyntax]	direct	jbotci.syntax.recovered.StandardMeksoArrayElementSyntaxForethoughtCallMekso.forethought_call_mekso		
jbotci_syntax::generated_model::recovered::StandardMeksoArrayElementSyntax::MeksoOperand	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StandardMeksoArrayElementSyntaxMeksoOperand		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StandardMeksoArrayElementSyntax::MeksoOperand::mekso_operand	field	RecoveredField[MeksoOperandSyntax]	direct	jbotci.syntax.recovered.StandardMeksoArrayElementSyntaxMeksoOperand.mekso_operand		
jbotci_syntax::generated_model::recovered::StandardMeksoArrayElementSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StandardMeksoArrayElementSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StandardMeksoArrayElementSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StandardStatementConnectiveSyntax	type	sum	direct	jbotci.syntax.recovered.StandardStatementConnectiveSyntax		
jbotci_syntax::generated_model::recovered::StandardStatementConnectiveSyntax::JekConnective	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StandardStatementConnectiveSyntaxJekConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StandardStatementConnectiveSyntax::JekConnective::jek_connective	field	RecoveredField[JekConnectiveSyntax]	direct	jbotci.syntax.recovered.StandardStatementConnectiveSyntaxJekConnective.jek_connective		
jbotci_syntax::generated_model::recovered::StandardStatementConnectiveSyntax::JoikConnective	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StandardStatementConnectiveSyntaxJoikConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StandardStatementConnectiveSyntax::JoikConnective::joik_connective	field	RecoveredField[JoikConnectiveSyntax]	direct	jbotci.syntax.recovered.StandardStatementConnectiveSyntaxJoikConnective.joik_connective		
jbotci_syntax::generated_model::recovered::StandardStatementConnectiveSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StandardStatementConnectiveSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StandardStatementConnectiveSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax	type	sum	direct	jbotci.syntax.recovered.StatementAfterIConnectiveSyntax		
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax::BridiStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementAfterIConnectiveSyntaxBridiStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax::BridiStatement::bridi_statement	field	RecoveredField[BridiStatementSyntax]	direct	jbotci.syntax.recovered.StatementAfterIConnectiveSyntaxBridiStatement.bridi_statement		
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax::ForethoughtStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementAfterIConnectiveSyntaxForethoughtStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax::ForethoughtStatement::forethought_statement	field	RecoveredField[ForethoughtStatementSyntax]	direct	jbotci.syntax.recovered.StatementAfterIConnectiveSyntaxForethoughtStatement.forethought_statement		
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax::TextGroupStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementAfterIConnectiveSyntaxTextGroupStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax::TextGroupStatement::text_group_statement	field	RecoveredField[TextGroupStatementSyntax]	direct	jbotci.syntax.recovered.StatementAfterIConnectiveSyntaxTextGroupStatement.text_group_statement		
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementAfterIConnectiveSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementBaseSyntax	type	sum	direct	jbotci.syntax.recovered.StatementBaseSyntax		
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::BridiStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementBaseSyntaxBridiStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::BridiStatement::bridi_statement	field	RecoveredField[BridiStatementSyntax]	direct	jbotci.syntax.recovered.StatementBaseSyntaxBridiStatement.bridi_statement		
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::ForethoughtStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementBaseSyntaxForethoughtStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::ForethoughtStatement::forethought_statement	field	RecoveredField[ForethoughtStatementSyntax]	direct	jbotci.syntax.recovered.StatementBaseSyntaxForethoughtStatement.forethought_statement		
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::PrenexStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementBaseSyntaxPrenexStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::PrenexStatement::prenex_statement	field	RecoveredField[PrenexStatementSyntax]	direct	jbotci.syntax.recovered.StatementBaseSyntaxPrenexStatement.prenex_statement		
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::TextGroupStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementBaseSyntaxTextGroupStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::TextGroupStatement::text_group_statement	field	RecoveredField[TextGroupStatementSyntax]	direct	jbotci.syntax.recovered.StatementBaseSyntaxTextGroupStatement.text_group_statement		
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementBaseSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax	type	sum	direct	jbotci.syntax.recovered.StatementConnectiveSyntax		
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::EkConnective	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementConnectiveSyntaxEkConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::EkConnective::ek_connective	field	RecoveredField[EkConnectiveSyntax]	direct	jbotci.syntax.recovered.StatementConnectiveSyntaxEkConnective.ek_connective		
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::JekConnective	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementConnectiveSyntaxJekConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::JekConnective::jek_connective	field	RecoveredField[JekConnectiveSyntax]	direct	jbotci.syntax.recovered.StatementConnectiveSyntaxJekConnective.jek_connective		
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::JoikConnective	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementConnectiveSyntaxJoikConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::JoikConnective::joik_connective	field	RecoveredField[JoikConnectiveSyntax]	direct	jbotci.syntax.recovered.StatementConnectiveSyntaxJoikConnective.joik_connective		
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::VuhuNonlogicalConnective	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementConnectiveSyntaxVuhuNonlogicalConnective		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::VuhuNonlogicalConnective::vuhu_nonlogical_connective	field	RecoveredField[VuhuNonlogicalConnectiveSyntax]	direct	jbotci.syntax.recovered.StatementConnectiveSyntaxVuhuNonlogicalConnective.vuhu_nonlogical_connective		
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementConnectiveSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementOrFragmentStatementSyntax	type	product	direct	jbotci.syntax.recovered.StatementOrFragmentStatementSyntax		
jbotci_syntax::generated_model::recovered::StatementOrFragmentStatementSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementOrFragmentStatementSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementOrFragmentStatementSyntax::statement	field	RecoveredField[StatementSyntax]	direct	jbotci.syntax.recovered.StatementOrFragmentStatementSyntax.statement		
jbotci_syntax::generated_model::recovered::StatementOrFragmentStatementSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax	type	sum	direct	jbotci.syntax.recovered.StatementOrFragmentSyntax		
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax::FragmentStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementOrFragmentSyntaxFragmentStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax::FragmentStatement::fragment_statement	field	RecoveredField[FragmentStatementSyntax]	direct	jbotci.syntax.recovered.StatementOrFragmentSyntaxFragmentStatement.fragment_statement		
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax::StatementOrFragmentStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementOrFragmentSyntaxStatementOrFragmentStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax::StatementOrFragmentStatement::statement_or_fragment_statement	field	RecoveredField[StatementOrFragmentStatementSyntax]	direct	jbotci.syntax.recovered.StatementOrFragmentSyntaxStatementOrFragmentStatement.statement_or_fragment_statement		
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax::ZantufaStatementTermsStatement	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementOrFragmentSyntaxZantufaStatementTermsStatement		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax::ZantufaStatementTermsStatement::zantufa_statement_terms_statement	field	RecoveredField[ZantufaStatementTermsStatementSyntax]	direct	jbotci.syntax.recovered.StatementOrFragmentSyntaxZantufaStatementTermsStatement.zantufa_statement_terms_statement		
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementOrFragmentSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementSyntax	type	sum	direct	jbotci.syntax.recovered.StatementSyntax		
jbotci_syntax::generated_model::recovered::StatementSyntax::IStatementConnection	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementSyntaxIStatementConnection		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementSyntax::IStatementConnection::i_statement_connection	field	RecoveredField[IStatementConnectionSyntax]	direct	jbotci.syntax.recovered.StatementSyntaxIStatementConnection.i_statement_connection		
jbotci_syntax::generated_model::recovered::StatementSyntax::PreposedIStatementConnection	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementSyntaxPreposedIStatementConnection		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementSyntax::PreposedIStatementConnection::preposed_i_statement_connection	field	RecoveredField[PreposedIStatementConnectionSyntax]	direct	jbotci.syntax.recovered.StatementSyntaxPreposedIStatementConnection.preposed_i_statement_connection		
jbotci_syntax::generated_model::recovered::StatementSyntax::StatementBase	variant	Tuple	python-equivalent	jbotci.syntax.recovered.StatementSyntaxStatementBase		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::StatementSyntax::StatementBase::statement_base	field	RecoveredField[StatementBaseSyntax]	direct	jbotci.syntax.recovered.StatementSyntaxStatementBase.statement_base		
jbotci_syntax::generated_model::recovered::StatementSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StatementSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StickyTenseSyntax	type	product	direct	jbotci.syntax.recovered.StickyTenseSyntax		
jbotci_syntax::generated_model::recovered::StickyTenseSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StickyTenseSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::StickyTenseSyntax::ki	field	WithFreeModifiers[RecoveredField[Token], RecoveredField[FreeModifierSyntax]]	direct	jbotci.syntax.recovered.StickyTenseSyntax.ki		
jbotci_syntax::generated_model::recovered::StickyTenseSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SubbridiSyntax	type	sum	direct	jbotci.syntax.recovered.SubbridiSyntax		
jbotci_syntax::generated_model::recovered::SubbridiSyntax::BridiSubbridi	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SubbridiSyntaxBridiSubbridi		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SubbridiSyntax::BridiSubbridi::bridi_subbridi	field	RecoveredField[BridiSubbridiSyntax]	direct	jbotci.syntax.recovered.SubbridiSyntaxBridiSubbridi.bridi_subbridi		
jbotci_syntax::generated_model::recovered::SubbridiSyntax::PrenexSubbridi	variant	Tuple	python-equivalent	jbotci.syntax.recovered.SubbridiSyntaxPrenexSubbridi		Rust enum alternative is an immutable final Python variant class in the generated closed union.
jbotci_syntax::generated_model::recovered::SubbridiSyntax::PrenexSubbridi::prenex_subbridi	field	RecoveredField[PrenexSubbridiSyntax]	direct	jbotci.syntax.recovered.SubbridiSyntaxPrenexSubbridi.prenex_subbridi		
jbotci_syntax::generated_model::recovered::SubbridiSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SubbridiSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SubbridiSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtSyntax	type	product	direct	jbotci.syntax.recovered.SumtiAfterthoughtSyntax		
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtSyntax::continuations	field	tuple[RecoveredField[SumtiAfterthoughtTailSyntax], ...]	direct	jbotci.syntax.recovered.SumtiAfterthoughtSyntax.continuations		
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtSyntax::leading_sumti	field	RecoveredField[SumtiBoundSyntax]	direct	jbotci.syntax.recovered.SumtiAfterthoughtSyntax.leading_sumti		
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtTailSyntax	type	product	direct	jbotci.syntax.recovered.SumtiAfterthoughtTailSyntax		
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtTailSyntax::connective	field	RecoveredField[SumtiConnectiveSyntax]	direct	jbotci.syntax.recovered.SumtiAfterthoughtTailSyntax.connective		
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtTailSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtTailSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtTailSyntax::sumti	field	RecoveredField[SumtiBoundSyntax]	direct	jbotci.syntax.recovered.SumtiAfterthoughtTailSyntax.sumti		
jbotci_syntax::generated_model::recovered::SumtiAfterthoughtTailSyntax::try_into_valid	method	try_into_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAssociationRelativeClauseSyntax	type	product	direct	jbotci.syntax.recovered.SumtiAssociationRelativeClauseSyntax		
jbotci_syntax::generated_model::recovered::SumtiAssociationRelativeClauseSyntax::association_marker	field	WithFreeModifiers[RecoveredField[Token], RecoveredField[FreeModifierSyntax]]	direct	jbotci.syntax.recovered.SumtiAssociationRelativeClauseSyntax.association_marker		
jbotci_syntax::generated_model::recovered::SumtiAssociationRelativeClauseSyntax::from_valid	method	from_valid	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAssociationRelativeClauseSyntax::from_valid_boxed	method	from_valid_boxed	subsumed	jbotci.syntax.parse_syntax_tree_with_recovery		The public strict-or-recovered parse operation performs the same validated boundary conversion without exposing Rust ownership conversions.
jbotci_syntax::generated_model::recovered::SumtiAssociationRelativeClauseSyntax::gehu	field	WithFreeModifiers[RecoveredField[Token], RecoveredField[FreeModifierSyntax]] | None	direct	jbotci.syntax.recovered.SumtiAssociationRelativeClauseSyntax.gehu		
